ts,ts_iso,topic,device_type,device_id,voltage,shunt_mV,current,power,soc_percent,soh_percent,uptime_ms,raw_payload
1771570076944,2026-02-20T12:47:56,battery/data,battery,esp32_bms,0.024,-0.06,-0.001,,100.0,19.31,75756808,"{""uptime_ms"":75756808,""bus_V"":0.024,""shunt_mV"":-0.060,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570081985,2026-02-20T12:48:01,battery/data,battery,esp32_bms,0.024,-0.06,-0.001,,100.0,19.31,75761809,"{""uptime_ms"":75761809,""bus_V"":0.024,""shunt_mV"":-0.060,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570086949,2026-02-20T12:48:06,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75766810,"{""uptime_ms"":75766810,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570091939,2026-02-20T12:48:11,battery/data,battery,esp32_bms,0.024,-0.09,-0.001,,100.0,19.31,75771811,"{""uptime_ms"":75771811,""bus_V"":0.024,""shunt_mV"":-0.090,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570096939,2026-02-20T12:48:16,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75776812,"{""uptime_ms"":75776812,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570101946,2026-02-20T12:48:21,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75781813,"{""uptime_ms"":75781813,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570106945,2026-02-20T12:48:26,battery/data,battery,esp32_bms,0.024,-0.07,-0.001,,100.0,19.31,75786814,"{""uptime_ms"":75786814,""bus_V"":0.024,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570111942,2026-02-20T12:48:31,battery/data,battery,esp32_bms,0.028,-0.09,-0.001,,100.0,19.31,75791815,"{""uptime_ms"":75791815,""bus_V"":0.028,""shunt_mV"":-0.090,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570116947,2026-02-20T12:48:36,battery/data,battery,esp32_bms,0.024,-0.09,-0.001,,100.0,19.31,75796816,"{""uptime_ms"":75796816,""bus_V"":0.024,""shunt_mV"":-0.090,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570121965,2026-02-20T12:48:41,battery/data,battery,esp32_bms,0.028,-0.08,-0.001,,100.0,19.31,75801817,"{""uptime_ms"":75801817,""bus_V"":0.028,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570126958,2026-02-20T12:48:46,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75806818,"{""uptime_ms"":75806818,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570131951,2026-02-20T12:48:51,battery/data,battery,esp32_bms,0.024,-0.04,-0.001,,100.0,19.31,75811819,"{""uptime_ms"":75811819,""bus_V"":0.024,""shunt_mV"":-0.040,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570136957,2026-02-20T12:48:56,battery/data,battery,esp32_bms,0.024,-0.07,-0.001,,100.0,19.31,75816820,"{""uptime_ms"":75816820,""bus_V"":0.024,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
